   -44.000     26.400    414.310     -3.784    659.090     -0.349
   -43.800     37.100    403.630    -14.464    654.680     -4.759
   -46.900     49.600    408.840     -9.254    653.120     -6.319
   -47.400     57.600    410.920     -7.174    645.130    -14.309
   -48.700     80.200    408.140     -9.954    648.910    -10.529
   -44.800     91.400    403.130    -14.964    651.640     -7.799
   -43.300    101.800    413.560     -4.534    656.560     -2.879
   -40.500    115.400    416.090     -2.004    664.570      5.131
   -45.900    130.100    419.220      1.126    670.720     11.280
   -44.100    147.400    401.680    -16.414    666.240      6.801
   -42.900    159.000    415.750     -2.344    666.230      6.791
   -44.400    170.500    424.520      6.426    666.020      6.581
   -53.900   -166.600    427.850      9.756    654.790     -4.649
   -52.800   -154.200    430.850     12.756    662.680      3.241
   -54.400   -138.200    419.310      1.216    660.660      1.221
   -56.300   -126.700    414.450     -3.644    661.770      2.331
   -52.000    -98.600    431.260     13.166    645.330    -14.109
   -54.500    -84.900    431.750     13.656    667.260      7.821
   -56.300    -68.300    429.010     10.916    676.860     17.421
   -56.700    -52.000    418.410      0.316    676.910     17.471
   -52.900    -36.900    411.340     -6.754    650.420     -9.019
   -56.100    -14.100    417.000     -1.094    641.530    -17.909
   -56.600     -6.300    417.670     -0.424    639.590    -19.849
   -57.100     21.300    409.950     -8.144    648.000    -11.440
   -55.600     40.600    401.240    -16.854    652.590     -6.849
   -53.200     52.100    406.000    -12.094    653.030     -6.409
   -54.500     71.700    413.230     -4.864    647.300    -12.139
   -53.500     82.000    409.130     -8.964    647.470    -11.970
   -52.300    102.000    411.550     -6.544    634.960    -24.479
   -57.000    119.000    404.110    -13.984    658.460     -0.979
   -54.200    135.600    411.050     -7.044    670.870     11.431
   -55.300    156.800    402.890    -15.204    661.920      2.481
   -54.700    171.900    419.200      1.106    643.800    -15.639
   -63.300   -161.700    424.740      6.646    652.760     -6.679
   -60.800   -143.100    417.400     -0.694    660.120      0.681
   -62.400   -126.800    412.890     -5.204    654.460     -4.979
   -63.500    -90.700    402.620    -15.474    673.130     13.691
   -63.900    -65.800    418.840      0.746    679.010     19.571
   -66.600    -48.000    414.850     -3.244    653.290     -6.149
   -66.400    -26.400    416.630     -1.464    648.340    -11.099
   -64.000      0.700    412.060     -6.034    641.710    -17.729
   -65.800     25.000    406.060    -12.034    646.990    -12.450
   -62.600     44.700    404.080    -14.014    652.400     -7.039
   -59.600     70.800    409.300     -8.794    646.810    -12.630
   -65.200    103.200    403.370    -14.724    634.700    -24.739
   -67.700    117.200    405.850    -12.244    636.010    -23.429
   -66.100    132.800    404.670    -13.424    646.740    -12.700
   -62.400    169.300    400.810    -17.284    651.340     -8.099
   -79.200   -146.400    425.420      7.326    641.760    -17.679
   -78.500   -127.000    420.870      2.776    652.760     -6.679
   -75.100    -79.000    408.990     -9.104    651.270     -8.169
   -73.100    -46.400    417.800     -0.294    648.340    -11.099
   -72.600      6.000    413.530     -4.564    664.230      4.791
   -73.100     42.700    417.170     -0.924    665.770      6.331
   -73.400     93.700    408.610     -9.484    653.550     -5.889
   -72.200    114.000    408.290     -9.804    647.550    -11.889
   -74.100    155.500    409.150     -8.944    649.710     -9.729
   -81.700   -138.400    422.720      4.626    638.670    -20.770
   -80.700      7.400    424.090      5.996    649.690     -9.749
   -81.100    155.800    426.780      8.686    643.500    -15.940
